Place,City,Lat,Long,Description
Pemandian Air Panas Ciater,Bandung,-6.7380853,107.6566092,"In Subang, there is a Ciater Hot Spring Bath area which is often the target of tourists.The tourist area which is open 24 hours has a water temperature of around 43-46 degrees Celsius.It is suitable for refreshing tourist bodies.There are various hot spring baths here.Both for adults and children.For water temperatures in a limited child pool only reaches 39 degrees Celsius while adult ponds can reach 46 degrees Celsius."
Observatorium Bosscha,Bandung,-6.8246311,107.6171106,"Bosscha Observatory is one of the oldest stars in Indonesia.Bosscha Observatory (formerly named Bosscha Sterrenwacht) was built by Nederlandsch-Indische Sterrenkundige Vereeniging (NISV) or the Dutch East Indies Star Association.Bosscha Observatory is located in Lembang, West Java, about 15 km in the northern part of Bandung with geographical coordinates of 107 ° 36 'East Longitude and 6 ° 49' South Latitude.This place stands on 6 hectares of land, and is at an altitude of 1310 meters above sea level or at an altitude of 630 m from the Bandung highlands.The Observatory Code of International Astronomy Association for Bosscha Observatory is 299. In 2004, Bosscha's observatory was declared as a cultural heritage object by the government.Therefore the existence of Bosscha observatory is protected by Law number 2/1992 concerning cultural heritage objects.Furthermore, in 2008, the government established Bosscha's observatory as one of the national vital objects that must be secured."
Taman Bunga Cihideung,Bandung,-6.8038883,107.5866313,Cihideung flower garden has a simple natural charm but is able to produce landscapes that seize attention.The charm of this garden / flower garden even though it is only limited to plants like flowers.Then there are also some other attractions so as to make this natural tourist destination into the Bandung tourism list.One of them is a very contemporary and instagramable photo spot area which is the main target of teen tourists.Especially for influencers who are looking for the perfect background for a content.
The Lodge Maribaya,Bandung,-6.8294112,107.6874666,"The Lodge Maribaya is one of the tourist attractions in Lembang that offers various things to visitors.Here we can do various activities such as camping, trekking around the beautiful pine forest area, gathering and team building events, or even just refreshing to enjoy culinary.There are also various rides that are certainly Instagrammable.Surrounded by mountains with a typical pine forest, the air and the atmosphere here is really fresh.Want to hold a private gathering, or even a wedding here?can really.With a beautiful green mountain backdrop, of course it will make your event more memorable."
Taman Hutan Raya Ir. H. Juanda,Bandung,-6.8585841,107.6306089,"Forest Park Ir.H. Djuanda (Tahura Djuanda) is an integrated conservation area between the secondary nature and the plant forest with a pine type (pine mercusil) located in the Cikapundung river substation and the Citarum Das which stretches from Dago Curug, Dago Pakar to Curug Maribaya Yangis part of the Pulosari Mountain Forest group.Tahura Djuanda is located to the north of Bandung City, which is approximately 7 km from the city center, geographically located at 1070 30 'BT and 60 52' LS, administratively in the area of Ciburial Village, Cimenyan District, Bandung Regency and partly entered Mekarwangi Village,Cibodas Village, Langensari Village, and Wangunharja Village, Lembang District, West Bandung Regency and Dago Village, Coblong District, Bandung City."
Taman Begonia,Bandung,-6.8260163,107.6383564,"Begonia Bandung Park is located at an altitude of 1200 meters above the sea.Besides Balinea, there are various other types of flowers such as Salvia, Impatiens, Geranium, and Celosia.I was so beautiful that many people mentioned the equivalent of Himawari no Sato Park in Japan.Balinea flowers themselves are a type of begonia flower originating from Bali.Plants suitable for planting in various weather will grow throughout the season.Balinea flowers are plants that are often planted on hotel plantations and yards and city parks in Begonia Flower Park not only from the presence of flowers and existing plants, but also from an attractive garden order.The colorful flower gardens are also equipped with various forms that are suitable for taking pictures.In fact, there are indeed many visitors who come here just to capture the beauty of the garden.In addition, because it is in the highlands, visitors will surely be comfortable on their activities there with cool and refreshing temperatures."
Tafso Barn,Bandung,-6.8426446,107.6228408,"The name Punclut may have been quite familiar in the ears of tourists.The highlands in Bandung which is recently popular as a tourist destination.In addition to offering beautiful views, this area also has many tourist attractions for recreation.One of them is the tourist area as well as Tafso and Boda Barn restaurants or often also known as Tafso Barn.This recreation area combines a place to eat with a unique garden and warehouse.The view of the hills cut by the horizon line is the main target of visitors.Very appropriate hanging out and relaxing while on vacation in Bandung."
Curug Luhur Waterfall,Bandung,-6.8131767,107.7136367,"Around Bandung a lot of waterfalls than the present, forgotten, lacking until they just heard.One of them is Curug Luhur Cibodas in the Maribaya Lembang area around this area there are 3 waterfalls, local residents call it Cibodas waterfalls have also been called waterfalls.again the highest waterfall in the area here is Curug Luhur ... its position is more deep about 3 km from the entrance post, still rarely people who go there"
Curug Malela,Bandung,-7.0182386,107.2072145,"Curug Malela is one of the natural destinations in the form of waterfalls.This waterfall has extraordinary beauty.So it's no wonder that many visitors come to visit this waterfall.The visitors who came not only from within the city, but also from outside the city such as DKI Jakarta, Central Java, West Java and many more.This waterfall has a fairly high height of around 60 to 70 meters.But this waterfall has a fairly narrow width of about 50 meters.This towering waterfall has very heavy and cold water.So if you stand near this waterfall, ready for your clothes, you will get wet with splashes of water.Malela Waterfall not only consists of one water shower, but consists of several adjacent water shower.Because this waterfall has a showering water shower like Niagara Waterfall in America, many visitors call it ""Niagara Cianjur""."
Curug Cimahi,Bandung,-6.7977383,107.5783691,"Curug Cimahi is a waterfall located on Jalan Colonel Masturi, Kertawangi Village, Cisarua District, West Bandung Regency, West Java.With a height of about 87 meters, making this waterfall one of the highest waterfalls in the Bandung and surrounding areas.The name Cimahi comes from the name of the river that flows on it, the Cimahi River which is a long (lake) Lembang and flows into the city of Cimahi.This tourist destination is approximately 10 kilometers from the city of Cimahi towards Lembang or 20 kilometers from the city of Bandung."
